Execution_Time,Identification_Time,CPU_Usage,Variable_Manipulation_Time,Network_Requests,Error_&_Exception_Count,Power_Consumption,Task_Success,Wait_Times,Transaction_Type,Assignee
52.64084474,1.834467468,454.6466667,13.68293833,1,2,5.831888187,System Exception,,Mandatory,Assignee 3
17.78499648,0.848776565,149.3734452,4.028034243,1,2,1.785734138,Business Exception,,Mandatory,Assignee 5
3.044524576,4.178593813,28.43430705,0.79227003,2,0,0.335620995,System Exception,,Additional,Assignee 4
34.70660134,4.2595839,329.9203261,8.964712796,3,1,3.900946047,System Exception,,Additional,Assignee 2
48.59228763,4.558527841,346.6465083,10.72612003,7,0,4.880601105,System Exception,,Selective,Assignee 4
36.79792671,2.336068306,407.7377819,9.371650294,3,1,4.083393811,Business Exception,,Selective,Assignee 2
94.18582668,0.451418852,793.823825,20.13235111,6,1,9.559886069,System Exception,,Mandatory,Assignee 2
7.326255587,2.384576557,83.95869252,2.057049975,1,0,0.859573703,Success,,Additional,Assignee 2
52.00401028,0.195430171,370.6043147,12.93491529,3,2,5.279521073,Success,,Mandatory,Assignee 4
12.92210938,4.770796413,103.3465607,2.876784003,9,1,1.405589311,Success,,Mandatory,Assignee 6
19.45270035,2.596774776,177.963365,4.41503416,1,2,2.130287945,System Exception,,Selective,Assignee 6
44.85637329,3.120476073,409.8606828,12.79925055,1,2,5.297994462,System Exception,,Additional,Assignee 6
76.27836567,2.913608995,678.3158843,15.77273726,1,0,7.71294395,Business Exception,,Selective,Assignee 1
81.45813872,2.725191539,788.9026333,22.31217228,1,1,9.763751237,System Exception,,Selective,Assignee 5
67.34929526,3.430898889,504.715634,16.73213125,7,0,6.938805808,System Exception,,Additional,Assignee 2
56.52979635,4.20335384,572.0850372,14.81784659,3,0,6.59392406,System Exception,,Selective,Assignee 1
38.06760149,0.472515231,351.9721964,8.774393394,1,2,4.090768658,Business Exception,,Additional,Assignee 3
20.41240174,4.655758811,171.4847337,4.25901739,4,1,2.09021748,Success,,Selective,Assignee 6
92.903192,0.628007731,922.2460218,19.11941631,9,0,9.420817538,Business Exception,,Selective,Assignee 5
15.54070112,4.605167157,124.4872679,3.480922066,6,2,1.620919525,Business Exception,,Mandatory,Assignee 6
75.36577424,3.393775688,806.5377126,23.0416772,4,0,9.331478072,System Exception,,Mandatory,Assignee 5
77.48545263,4.658151606,738.0236491,17.73963331,1,2,8.075631051,Business Exception,,Selective,Assignee 5
42.68430162,3.679079872,363.1988897,10.3727309,5,2,4.727994564,Success,,Mandatory,Assignee 2
91.82965219,4.840554217,851.9318243,23.40575065,5,0,9.603893858,Success,,Mandatory,Assignee 3
91.53858453,3.216984601,947.2125053,19.11027323,7,2,9.487597318,Business Exception,,Mandatory,Assignee 4
67.77349866,1.325781149,596.3889221,15.35920494,6,0,7.54754925,Success,,Mandatory,Assignee 2
4.950129609,2.89233747,45.30401856,1.328559999,6,2,0.566996044,System Exception,,Mandatory,Assignee 1
86.11201584,2.635565951,870.8209012,23.22025335,8,2,9.931682199,Business Exception,,Additional,Assignee 6
37.27404118,3.087999899,365.0327759,10.31209894,6,0,4.408437429,Business Exception,,Additional,Assignee 3
68.05918398,4.513823357,516.9137102,17.62957805,8,0,7.164992135,System Exception,,Additional,Assignee 6
20.70204357,2.079836011,201.3430477,6.220680166,2,1,2.56842229,System Exception,,Mandatory,Assignee 6
16.73447365,2.167557352,184.5186525,4.583809562,7,2,1.934181454,System Exception,,Additional,Assignee 1
2.612350801,3.364494647,23.99293152,0.539586319,4,0,0.263694684,Business Exception,,Mandatory,Assignee 2
50.77663085,1.525652436,596.947168,14.57764499,4,0,6.241123988,System Exception,,Additional,Assignee 1
76.75683993,3.107143397,835.3372649,21.61998628,5,2,9.56218804,System Exception,,Additional,Assignee 2
44.9059421,0.962686013,502.7549645,12.51207846,3,0,5.173838406,Success,,Mandatory,Assignee 4
7.572750056,4.641012195,61.5776365,1.88511789,7,2,0.774245451,Business Exception,,Selective,Assignee 4
13.25322075,3.651729442,141.490977,3.039366619,3,1,1.477130226,Success,,Mandatory,Assignee 3
71.27262125,0.9638089,618.8312709,17.01879596,9,1,7.833718341,Success,,Selective,Assignee 2
20.62804031,3.170374829,177.7799565,4.949704981,6,0,2.076236407,System Exception,,Additional,Assignee 5
46.15871485,1.366257992,528.3124805,12.09666077,7,2,5.43914078,System Exception,,Selective,Assignee 4
2.590665985,2.674351209,28.68108906,0.689220363,3,2,0.302998588,System Exception,,Selective,Assignee 1
12.91672149,3.975794048,111.8514699,3.372467722,3,0,1.548314295,Success,,Selective,Assignee 2
68.60495029,1.353773208,670.5567147,14.78711796,8,1,6.927022662,Success,,Additional,Assignee 5
48.46224613,2.854474835,483.0864441,13.3189772,1,2,5.808507222,System Exception,,Additional,Assignee 2
21.74198972,2.330885939,207.394079,5.024258456,2,2,2.298306135,Business Exception,,Selective,Assignee 1
80.86306616,2.90040869,900.5173827,21.69806172,4,1,9.30142906,System Exception,,Selective,Assignee 4
28.94022305,3.748934603,312.839022,8.528262342,2,1,3.418110508,Success,,Additional,Assignee 3
77.63580902,0.130314618,568.3259994,18.40868014,7,2,8.04100786,System Exception,,Selective,Assignee 4
78.69269303,3.498587659,751.2585365,22.5987711,6,2,9.726251139,Success,,Selective,Assignee 1
73.31382525,2.302678856,872.3576819,20.10061242,2,1,8.859852401,Business Exception,,Selective,Assignee 5
80.44512378,0.554581013,836.5426646,20.7904359,9,1,9.384930561,Business Exception,,Selective,Assignee 1
9.905985503,2.777949509,95.50015247,2.794833091,6,1,1.175559528,Business Exception,,Additional,Assignee 4
79.73291293,4.035283235,859.9896337,21.27767128,7,1,9.295050585,Success,,Mandatory,Assignee 6
13.85893044,1.844046229,169.2817106,4.175510853,6,1,1.715437934,System Exception,,Selective,Assignee 2
60.34189126,0.255500045,537.0280903,15.50365463,3,2,7.422043213,Success,,Mandatory,Assignee 2
65.59042259,2.099444588,646.3423348,13.49385751,4,1,6.560246832,Success,,Mandatory,Assignee 5
40.78236092,3.756941308,330.2233396,9.789322765,7,1,4.473443212,System Exception,,Selective,Assignee 1
41.61224422,0.154756284,468.6005092,10.26819852,4,2,4.891391068,Success,,Selective,Assignee 4
74.60617966,2.809392396,794.987461,20.57167491,8,1,8.642968586,System Exception,,Mandatory,Assignee 3
48.80288731,3.235665235,403.9740415,13.65415142,5,0,5.620182892,Business Exception,,Additional,Assignee 1
83.54514738,3.129533906,719.7406888,21.80566723,1,1,9.781206715,Success,,Selective,Assignee 1
27.72812522,1.176679919,218.5474843,5.691061909,1,2,2.7996899,Business Exception,,Selective,Assignee 5
12.71390108,2.93476641,122.4148678,3.177379567,6,1,1.433167275,System Exception,,Selective,Assignee 4
70.74650333,2.933036813,657.1507896,17.51667941,5,0,8.318322786,System Exception,,Mandatory,Assignee 5
0.573028339,1.012057513,4.902403188,0.159426753,9,1,0.065615878,Success,,Selective,Assignee 3
58.88505045,4.356961075,542.6669566,15.34408527,3,0,7.184923787,Business Exception,,Mandatory,Assignee 6
22.91903222,4.955381854,270.822524,5.735352082,6,1,2.816334637,System Exception,,Selective,Assignee 2
54.35498181,1.98894768,420.1013131,11.35671495,6,1,5.609359524,System Exception,,Selective,Assignee 2
29.21413027,3.299103122,273.5727634,8.293908301,9,1,3.41405801,System Exception,,Mandatory,Assignee 2
53.32828289,3.538822952,438.2682673,12.01569609,2,0,5.732500904,Business Exception,,Mandatory,Assignee 5
20.35256839,2.296935696,210.26449,4.482013959,4,0,2.184302322,System Exception,,Selective,Assignee 2
10.55055808,0.529085422,93.25652088,2.569421943,5,0,1.132871219,Business Exception,,Additional,Assignee 2
36.56548957,0.645770279,350.1303462,10.28728033,7,2,4.470914985,System Exception,,Mandatory,Assignee 6
20.29776643,1.349039839,170.5289651,4.463110153,2,1,2.146238129,Success,,Selective,Assignee 5
41.87113526,1.765056625,363.9910601,10.54876659,4,2,4.245391687,Success,,Mandatory,Assignee 1
2.233231027,2.349528884,19.2007469,0.565750211,1,2,0.246268951,Success,,Mandatory,Assignee 1
75.13181714,2.560548471,877.9330548,21.5070673,6,0,9.079325658,Success,,Mandatory,Assignee 3
64.40085402,2.474433181,583.9092026,16.79496777,9,1,7.62381761,System Exception,,Additional,Assignee 4
45.36476618,2.684985235,424.4146966,12.82377836,7,1,5.569258236,System Exception,,Selective,Assignee 3
35.64230751,3.304147155,254.8587083,7.375000644,3,0,3.635387923,System Exception,,Additional,Assignee 5
29.76889054,3.485821549,286.314957,7.793653801,6,2,3.712133975,Business Exception,,Selective,Assignee 4
25.99624681,0.546103571,218.5677702,5.818191431,7,2,2.88637763,System Exception,,Additional,Assignee 6
79.54066267,4.412764209,958.6107483,20.15735012,3,0,9.841137523,Success,,Selective,Assignee 4
58.65882142,1.23314594,466.7591415,14.29495152,9,2,6.025075933,Business Exception,,Additional,Assignee 1
85.42562911,3.222892222,743.3457934,18.71342336,8,0,8.814084599,Business Exception,,Selective,Assignee 6
18.1888804,0.558234534,150.070737,4.457158071,9,0,2.079175461,Success,,Additional,Assignee 4
24.60502021,3.926437423,228.3976124,6.143748337,6,1,2.781269229,Business Exception,,Selective,Assignee 1
38.64514273,4.058989426,303.6868302,9.54822631,2,2,4.002459808,Success,,Mandatory,Assignee 6
25.53719791,2.086688633,281.9497587,6.348058907,5,1,3.156478519,System Exception,,Additional,Assignee 1
83.08522272,0.322227983,866.3784633,19.93240935,7,2,9.04181689,Success,,Selective,Assignee 6
59.45376922,1.105464204,599.8102979,14.25660926,1,1,6.602202746,Success,,Mandatory,Assignee 2
74.21499493,4.07702564,710.6064173,19.00145057,1,0,8.852372823,Business Exception,,Mandatory,Assignee 3
85.64947713,0.334541443,734.480718,22.1237167,7,0,9.691118127,System Exception,,Additional,Assignee 1
67.59015662,3.716821197,748.849308,19.91519056,3,0,8.159871651,Success,,Additional,Assignee 5
45.36082181,3.973003106,458.2679444,11.06209189,8,2,4.630346483,System Exception,,Mandatory,Assignee 6
8.744291389,0.974423335,74.59729241,2.228498615,2,0,1.030590692,Success,,Selective,Assignee 3
12.07128677,3.645419568,99.84486752,2.889630951,5,0,1.243265863,System Exception,,Selective,Assignee 5
58.90684457,1.868971901,504.5624791,14.1193782,5,1,6.139123026,Business Exception,,Mandatory,Assignee 3
69.17328895,4.846380344,586.134824,15.89127687,3,0,7.925924293,Success,,Mandatory,Assignee 6
14.20259513,2.819656353,120.5738652,3.25026869,2,2,1.56983967,Business Exception,,Mandatory,Assignee 6
8.135849224,3.957342703,91.73120334,2.117215873,7,0,0.946666544,Business Exception,,Selective,Assignee 1
6.308332847,1.510528222,65.81650912,1.620190459,3,1,0.728165889,Business Exception,,Selective,Assignee 3
56.76147826,3.844420525,543.5104669,14.41127692,9,1,6.298849558,System Exception,,Selective,Assignee 1
18.97669799,3.985911023,140.881642,4.735006991,3,2,1.92771958,Business Exception,,Selective,Assignee 4
13.24702799,3.124592997,113.3664326,3.112725088,4,0,1.484757786,Business Exception,,Additional,Assignee 3
73.21445788,0.320586165,675.4206073,21.81031014,3,2,8.979029183,Business Exception,,Additional,Assignee 2
1.329444593,1.995722095,13.00142407,0.344734442,5,2,0.160800603,Business Exception,,Selective,Assignee 2
72.48811044,2.38899847,723.8738223,16.74528187,1,0,7.39510642,System Exception,,Selective,Assignee 1
13.9842415,3.307457677,170.2014283,3.829304402,5,2,1.710117612,System Exception,,Selective,Assignee 5
44.22201855,3.093961169,366.6689731,9.493102418,4,2,4.682239182,Business Exception,,Additional,Assignee 2
45.06116525,0.424995128,468.0144988,12.09757063,7,0,5.502608013,Success,,Selective,Assignee 5
14.06931388,2.617977541,149.714779,3.443031246,1,1,1.5962351,Success,,Mandatory,Assignee 6
45.59758302,4.445325796,449.1685613,12.50793973,9,2,5.061622973,Success,,Additional,Assignee 6
35.39447921,4.65944557,282.4273669,9.587832417,5,0,4.00924253,System Exception,,Mandatory,Assignee 2
22.41869941,2.113275386,204.2840621,5.203959581,2,0,2.479017072,Business Exception,,Additional,Assignee 1
7.091058959,0.090542943,61.34838716,1.985580119,6,1,0.851374715,System Exception,,Selective,Assignee 3
88.93463116,0.919322891,747.2904894,21.89748227,6,2,9.072763323,Business Exception,,Mandatory,Assignee 5
16.53864561,0.972309234,173.5702858,3.990922552,6,1,1.864634373,Success,,Selective,Assignee 4
12.97376564,4.518577935,113.5465742,3.404000576,6,1,1.415785727,Business Exception,,Mandatory,Assignee 6
45.5640836,2.756620122,358.3798842,10.8176127,2,0,4.690810801,Success,,Mandatory,Assignee 2
43.27153941,3.418005065,371.2138998,11.34017293,1,0,4.558443839,System Exception,,Selective,Assignee 5
8.403434187,0.862743948,96.53885839,2.332633869,5,2,0.980357133,Success,,Selective,Assignee 4
81.24737864,0.444141279,791.2108916,17.11303459,4,2,8.211353024,Business Exception,,Mandatory,Assignee 5
56.21580813,1.36843372,570.2537547,14.6170637,4,2,6.922669591,System Exception,,Mandatory,Assignee 6
87.14326031,1.961810955,709.874842,18.99141503,2,1,9.242723681,System Exception,,Selective,Assignee 6
76.35828726,2.988965807,791.8113673,22.62475603,8,1,9.39270109,Success,,Selective,Assignee 6
79.34509265,2.795292314,765.5238508,18.3836779,5,0,8.71787369,System Exception,,Additional,Assignee 5
72.86760633,4.972684263,751.1647594,20.61070594,5,1,8.755654557,Business Exception,,Mandatory,Assignee 4
88.58781409,2.871850124,888.6395996,22.66520277,8,1,9.379304847,Business Exception,,Mandatory,Assignee 6
52.16073068,2.808132621,497.0339666,13.67737716,6,2,5.957475503,Business Exception,,Selective,Assignee 4
12.42826099,2.890596945,100.3648227,3.041631611,4,0,1.409076744,System Exception,,Mandatory,Assignee 3
71.19272093,2.721587362,626.7742885,17.55450647,3,0,7.255218327,Business Exception,,Additional,Assignee 5
79.08953436,0.68304599,697.8814107,22.14679745,7,1,9.700953448,System Exception,,Mandatory,Assignee 4
26.18015639,3.747813332,272.7569545,6.721558112,1,2,2.748433197,Business Exception,,Mandatory,Assignee 2
19.68782349,4.954827224,152.4465789,5.009468338,3,0,2.154898278,Business Exception,,Mandatory,Assignee 3
25.49964371,2.305159219,229.5824812,6.005235702,5,1,2.626194351,Success,,Selective,Assignee 4
93.21585324,2.947404519,660.3383787,20.52270007,1,1,9.369721785,Success,,Additional,Assignee 3
49.26041233,0.171768375,529.5091417,12.77591129,9,1,5.615876635,System Exception,,Additional,Assignee 6
94.02427901,0.583548289,865.4886057,21.76492455,3,0,9.479013372,System Exception,,Mandatory,Assignee 1
74.81350438,3.078924023,802.9145028,21.08220227,6,1,8.501884562,Business Exception,,Additional,Assignee 3
71.64405978,1.108678727,619.2503938,18.04294093,1,2,7.938884126,System Exception,,Additional,Assignee 1
20.04571843,2.639828421,185.8222976,4.546541293,4,2,2.01049593,Business Exception,,Selective,Assignee 4
83.68235595,1.532754578,732.5119428,22.07755088,5,1,9.070065195,Success,,Selective,Assignee 6
36.23064694,1.646482268,382.3152914,8.77287177,4,0,4.01860883,System Exception,,Selective,Assignee 4
28.89519296,1.405119736,292.5408435,8.328127673,3,1,3.486349948,Business Exception,,Mandatory,Assignee 2
71.72932003,0.952274558,640.3047768,15.66590563,3,2,7.799280672,Success,,Mandatory,Assignee 5
5.544296088,3.120622523,62.04543129,1.591110075,8,2,0.679040463,Business Exception,,Additional,Assignee 6
35.72270488,2.448860424,392.0685878,8.854988094,2,1,3.999126182,System Exception,,Mandatory,Assignee 3
29.53228794,3.247260214,332.6296813,7.376015268,4,2,3.624113583,Business Exception,,Selective,Assignee 2
57.61554214,4.803590494,532.3028816,14.58074016,3,1,6.95856874,Success,,Additional,Assignee 1
61.46667446,4.139398378,529.7304903,14.69538276,6,1,6.577168726,Business Exception,,Selective,Assignee 5
39.8501171,3.948859031,495.649593,10.51642738,1,2,4.958975332,Success,,Mandatory,Assignee 4
26.31559133,3.254340225,196.8681218,5.5869941,9,1,2.661817824,Success,,Additional,Assignee 4
80.6734584,0.907069133,742.8434776,20.204881,9,0,9.469252661,Success,,Mandatory,Assignee 5
77.19055928,4.486342278,802.4296732,18.68195872,2,2,8.365174984,Success,,Mandatory,Assignee 3
4.400414366,2.453372896,37.72526704,1.114859438,8,2,0.48445992,Success,,Mandatory,Assignee 4
67.89461078,4.293723865,710.9459421,18.50647355,9,0,7.523633597,Business Exception,,Mandatory,Assignee 5
85.64629836,2.276932385,825.912746,21.22698352,6,2,9.682531079,Success,,Selective,Assignee 5
32.82110704,0.233212925,328.058585,7.568911163,7,2,3.491506245,System Exception,,Mandatory,Assignee 3
83.98335254,1.18998903,780.7196919,19.69787582,9,2,8.886067296,Business Exception,,Additional,Assignee 4
77.55932731,3.622564692,597.297151,18.66830807,2,2,7.868917888,System Exception,,Selective,Assignee 5
36.57203284,1.472148333,355.8352667,9.298922086,1,1,4.314975801,System Exception,,Additional,Assignee 3
15.78093866,0.145396674,155.0904094,4.079669425,7,2,1.690051838,System Exception,,Mandatory,Assignee 5
34.92560924,4.516787439,400.0417277,8.963980095,4,2,4.04971633,System Exception,,Additional,Assignee 4
6.97716406,3.482025516,74.29004981,1.76209992,2,0,0.786651479,Success,,Additional,Assignee 3
95.28856654,1.123553196,843.0865573,20.93934272,7,0,9.844787441,Business Exception,,Mandatory,Assignee 3
79.21746451,1.739984815,580.6973892,18.05345616,8,1,8.119584085,Business Exception,,Mandatory,Assignee 4
13.10740969,4.65823136,109.9912298,3.207683936,1,2,1.419044045,Success,,Mandatory,Assignee 5
69.63871805,4.767587172,698.49207,18.2197489,7,2,7.754869338,System Exception,,Selective,Assignee 2
39.5348962,1.530959223,389.3654569,10.22037454,1,0,4.370482209,Business Exception,,Mandatory,Assignee 4
77.58060617,0.84837822,683.8583109,22.31738125,3,2,8.988278829,System Exception,,Additional,Assignee 1
27.76127197,4.342102861,283.6580844,6.32174814,3,1,2.847486665,System Exception,,Selective,Assignee 6
16.44567264,0.183641654,138.8199928,3.886414702,1,0,1.770593672,System Exception,,Mandatory,Assignee 4
15.90370053,4.647722327,172.2624775,3.874951541,9,1,1.739790772,Success,,Additional,Assignee 4
18.91335387,2.845523176,177.3673883,4.747264321,3,2,2.096375191,Success,,Mandatory,Assignee 1
61.66610483,0.878369446,654.0881846,15.71798552,9,2,7.272355179,System Exception,,Selective,Assignee 6
3.786485431,3.745852761,37.88455151,1.028062325,3,2,0.416219194,System Exception,,Selective,Assignee 2
80.29040522,4.307193483,771.551145,22.34770611,6,1,9.702447721,Business Exception,,Mandatory,Assignee 4
46.09815751,0.642653948,343.9671849,9.749025648,3,1,4.702405826,Success,,Mandatory,Assignee 6
28.81410982,1.559258946,307.2290401,6.697573919,6,2,3.088430181,Success,,Mandatory,Assignee 1
72.48481864,1.883605044,763.5177615,18.59360637,2,0,7.798124482,Success,,Mandatory,Assignee 1
87.33349856,2.364652459,928.4520954,21.81174945,1,1,9.918901103,Success,,Mandatory,Assignee 5
45.60470922,0.398366786,510.1048639,11.5676795,6,2,5.533738191,Success,,Mandatory,Assignee 2
15.5349913,1.088191807,155.5257947,3.472104103,4,1,1.686613591,Success,,Selective,Assignee 4
89.88086146,1.832243584,807.4684207,22.62714383,5,0,9.34390984,System Exception,,Additional,Assignee 5
59.91521381,0.542447502,567.4431037,15.79810862,7,2,7.114268387,Business Exception,,Additional,Assignee 2
73.18576944,3.79140645,653.9997246,21.10944766,4,2,9.036663017,Success,,Selective,Assignee 2
28.42359328,0.388504825,248.0548587,6.15023587,9,1,3.049130271,Success,,Additional,Assignee 5
87.48254638,2.008739035,738.2499599,24.02911045,2,0,9.653159463,Business Exception,,Selective,Assignee 1
44.69052907,0.245927754,453.060429,11.00818663,1,2,4.817644337,Business Exception,,Mandatory,Assignee 2
14.27488819,4.918819826,163.20369,3.912997603,5,2,1.678161408,Success,,Mandatory,Assignee 4
55.27259268,2.548441447,465.0130273,14.84971256,4,0,6.206036244,Success,,Additional,Assignee 3
62.49444592,2.786884659,541.1838114,15.59607776,5,1,6.784812441,System Exception,,Mandatory,Assignee 3
47.26703836,3.022595157,467.231048,9.914074683,6,2,4.756804575,System Exception,,Selective,Assignee 5
31.13274015,4.320037648,308.3838509,9.430692167,7,2,3.862461415,Success,,Additional,Assignee 5
22.29263374,3.698682187,198.4800345,5.739333095,9,1,2.74473574,System Exception,,Mandatory,Assignee 1
8.17693725,2.524625363,69.00656881,1.892972258,7,0,0.90026221,Success,,Mandatory,Assignee 3
64.94637616,1.995068528,516.1481894,15.20972502,1,1,7.308462222,Success,,Additional,Assignee 1
19.71842751,3.277722719,214.8925092,5.081644658,7,0,2.326265213,Business Exception,,Additional,Assignee 5
90.4083836,4.370930717,973.8158921,23.35614086,4,0,9.753189954,System Exception,,Selective,Assignee 4
44.58704513,0.366582097,517.5164581,11.71861647,5,0,5.563194196,System Exception,,Mandatory,Assignee 4
18.33592227,1.56608863,205.3259585,5.170125251,2,2,2.25558517,System Exception,,Selective,Assignee 2
28.95453708,4.489127183,275.2373477,6.824420656,9,0,3.226527154,System Exception,,Additional,Assignee 5
56.63075818,2.647492745,556.2227489,14.81350904,7,1,6.149739355,Business Exception,,Selective,Assignee 1
18.78462539,3.282225241,163.2036825,3.889875745,2,1,1.919018211,Success,,Selective,Assignee 2
23.83497598,4.388585186,214.1349237,5.760776924,8,0,2.451311236,Business Exception,,Selective,Assignee 4
46.76349806,4.294959825,427.0997623,12.73204494,9,1,5.31837689,Business Exception,,Selective,Assignee 1
42.57940732,0.047444918,346.4104035,9.741830507,8,1,4.529652918,System Exception,,Selective,Assignee 1
4.024920234,1.257645811,35.07452769,0.870164445,4,0,0.403024075,System Exception,,Additional,Assignee 1
71.02517779,4.107717448,689.1366793,17.65265513,4,0,7.899996283,System Exception,,Additional,Assignee 5
